Annotator,link,question_number,flores_passage,question,dialect,ds,multi-choice_answer,Span,Belebele problem?
Anonymous,https://en.wikinews.org/wiki/Ian_Thorpe_starts_to_recover_from_chest_pains,1,"The Olympic gold medalist was due to swim in the 100m and 200m freestyle and in three relays at the Commonwealth Games, but due to his complaints his fitness has been in doubt. He has been unable to take the drugs needed to overcome his pain as they are banned from the Games.",How many events was the Olympic gold medalist due to swim in at the Commonwealth Games?,eng_Latn,05/03/2023,Five,"The Olympic gold medalist was due to swim in the $!100m and 200m freestyle and in three relays!$ at the Commonwealth Games, but due to his complaints his fitness has been in doubt. He has been unable to take the drugs needed to overcome his pain as they are banned from the Games.",BB
Anonymous,https://en.wikinews.org/wiki/Ian_Thorpe_starts_to_recover_from_chest_pains,2,"The Olympic gold medalist was due to swim in the 100m and 200m freestyle and in three relays at the Commonwealth Games, but due to his complaints his fitness has been in doubt. He has been unable to take the drugs needed to overcome his pain as they are banned from the Games.",Why wasn’t the Olympic gold medalist taking medication for his pain?,eng_Latn,05/03/2023,It’s not permitted at the Commonwealth Games,"The Olympic gold medalist was due to swim in the 100m and 200m freestyle and in three relays at the Commonwealth Games, but due to his complaints his fitness has been in doubt. He has been unable to take the drugs needed to overcome his pain $!as they are banned!$ from the Games.",No
Anonymous,https://en.wikinews.org/wiki/IEEE_approves_802.11n_standard_after_six_years,2,"The 802.11n standard operates on both the 2.4Ghz and 5.0Ghz frequencies. This will allow it to be backwards compatible with 802.11a, 802.11b and 802.11g, provided that the base station has dual radios. The speeds of 802.11n are substantially faster than that of its predecessors with a maximum theoretical throughput of 600Mbit/s.",What is necessary for the 802.11n to be backwards compatible with 802.11b?,eng_Latn,05/03/2023,Dual radios,"The 802.11n standard operates on both the 2.4Ghz and 5.0Ghz frequencies. This will allow it to be backwards compatible with 802.11a, 802.11b and 802.11g, provided that the base station has $!dual radios!$. The speeds of 802.11n are substantially faster than that of its predecessors with a maximum theoretical throughput of 600Mbit/s.",No
Anonymous,https://en.wikinews.org/wiki/India_struggles_with_encephalitis_outbreak,1,"The first cases of the disease this season were reported in late July. The disease is carried by pigs, which then migrates to humans through mosquitos. The outbreak has prompted the Indian government to undertake such measures as deployment of pig catchers in seriously affected areas, distributing thousands of mosquito curtains and spraying pesticides. Several million vials of encephalitis vaccine have also been promised by the government, which will help prepare health agencies for next year. Plans for vaccines to be delivered to the historically most affected areas this year were delayed due to lack of funds and low prioritisation relative to other diseases.","Based on the passage, which measure of protection against the disease will be implemented last?",eng_Latn,05/03/2023,Encephalitis vaccines,"The first cases of the disease this season were reported in late July. The disease is carried by pigs, which then migrates to humans through mosquitos. The outbreak has prompted the Indian government to undertake such measures as deployment of pig catchers in seriously affected areas, distributing thousands of mosquito curtains and spraying pesticides. Several million vials of $!encephalitis vaccine!$ have also been promised by the government, which will help prepare health agencies for next year. Plans for vaccines to be delivered to the historically most affected areas this year were delayed due to lack of funds and low prioritisation relative to other diseases.",No
Anonymous,https://en.wikinews.org/wiki/India_struggles_with_encephalitis_outbreak,2,"The first cases of the disease this season were reported in late July. The disease is carried by pigs, which then migrates to humans through mosquitos. The outbreak has prompted the Indian government to undertake such measures as deployment of pig catchers in seriously affected areas, distributing thousands of mosquito curtains and spraying pesticides. Several million vials of encephalitis vaccine have also been promised by the government, which will help prepare health agencies for next year. Plans for vaccines to be delivered to the historically most affected areas this year were delayed due to lack of funds and low prioritisation relative to other diseases.",How does the disease transfer to humans?,eng_Latn,05/03/2023,Mosquitoes,"The first cases of the disease this season were reported in late July. The disease is carried by pigs, which then migrates to humans $!through mosquitos!$. The outbreak has prompted the Indian government to undertake such measures as deployment of pig catchers in seriously affected areas, distributing thousands of mosquito curtains and spraying pesticides. Several million vials of encephalitis vaccine have also been promised by the government, which will help prepare health agencies for next year. Plans for vaccines to be delivered to the historically most affected areas this year were delayed due to lack of funds and low prioritisation relative to other diseases.",No
Anonymous,https://en.wikinews.org/wiki/Indiana_legislators_vote_for_state_constitutional_ban_on_same-sex_marriage,1,"The proposed amendment already passed both houses in 2011. A change was made this legislative session when the second sentence was deleted first by the House of Representatives and then was passed in a similar form by the Senate Monday. The failure of the second sentence, which proposes to ban same-sex civil unions, could possibly open the door for civil unions in the future. Following the process, HJR-3 will be reviewed again by the next elected legislature in either 2015 or 2016 to remain in process.",The second sentence’s failure could lead to what outcome?,eng_Latn,05/03/2023,A future right to same-sex civil unions,"The proposed amendment already passed both houses in 2011. A change was made this legislative session when the second sentence was deleted first by the House of Representatives and then was passed in a similar form by the Senate Monday. The failure of the second sentence, which proposes to ban same-sex civil unions, could $!possibly open the door for civil unions!$ in the future. Following the process, HJR-3 will be reviewed again by the next elected legislature in either 2015 or 2016 to remain in process.",No
Anonymous,https://en.wikinews.org/wiki/Investigation_of_Deutsche_Bank_headquarters_spills_into_second_day,1,"""""""Panama Papers"""" is an umbrella term for roughly ten million documents from Panamanian law firm Mossack Fonseca, leaked to the press in spring 2016. The documents showed fourteen banks helped wealthy clients hide billions of US dollars of wealth to avoid taxes and other regulations. British newspaper The Guardian suggested Deutsche Bank controlled roughly a third of the 1200 shell companies used to accomplish this. There were protests worldwide, several criminal prosecutions, and the leaders of the governments of Iceland and Pakistan both resigned.""",To whom were the “Panama Papers” leaked?,eng_Latn,05/03/2023,The press,"""""""Panama Papers"""" is an umbrella term for roughly ten million documents from Panamanian law firm Mossack Fonseca, leaked $!to the press!$ in spring 2016. The documents showed fourteen banks helped wealthy clients hide billions of US dollars of wealth to avoid taxes and other regulations. British newspaper The Guardian suggested Deutsche Bank controlled roughly a third of the 1200 shell companies used to accomplish this. There were protests worldwide, several criminal prosecutions, and the leaders of the governments of Iceland and Pakistan both resigned.""",No
Anonymous,https://en.wikinews.org/wiki/Italy_arrests_reputed_Mafia_boss_Lo_Piccolo,1,"""According to Ansa, """"police were concerned by a couple of top-level hits they feared might spark a full-blown war of succession. Police said Lo Piccolo had the upper hand because he had been Provenzano's right-hand man in Palermo and his greater experience won him the respect of the older generation of bosses as they pursued Provenzano's policy of keeping as low as possible while strengthening their power network. These bosses had been reined in by Provenzano when he put an end to the Riina-driven war against the state that claimed the lives of Mafia crusaders Giovanni Falcone and Paolo Borsellino in 1992.""""""","According to the police, who was considered a right-hand man of Provenzano?",eng_Latn,05/03/2023,Lo Piccolo,"""According to Ansa, """"police were concerned by a couple of top-level hits they feared might spark a full-blown war of succession. Police said $!Lo Piccolo!$ had the upper hand because he had been Provenzano's right-hand man in Palermo and his greater experience won him the respect of the older generation of bosses as they pursued Provenzano's policy of keeping as low as possible while strengthening their power network. These bosses had been reined in by Provenzano when he put an end to the Riina-driven war against the state that claimed the lives of Mafia crusaders Giovanni Falcone and Paolo Borsellino in 1992.""""""",No
Anonymous,https://en.wikinews.org/wiki/Japanese_tourist_travels_through_37_countries_on_just_$2,1,"During his trip, Iwasaki ran into trouble on many occasions. He was robbed by pirates, attacked in Tibet by a rabid dog, escaped marriage in Nepal and was arrested in India.",Where did Iwasaki manage to avoid taking vows?,eng_Latn,05/03/2023,Nepal,"During his trip, Iwasaki ran into trouble on many occasions. He was robbed by pirates, attacked in Tibet by a rabid dog, escaped marriage $!in Nepal!$ and was arrested in India.",No
Anonymous,https://en.wikinews.org/wiki/Japanese_tourist_travels_through_37_countries_on_just_$2,2,"During his trip, Iwasaki ran into trouble on many occasions. He was robbed by pirates, attacked in Tibet by a rabid dog, escaped marriage in Nepal and was arrested in India.",Who attacked Iwasaki?,eng_Latn,05/03/2023,A dog,"During his trip, Iwasaki ran into trouble on many occasions. He was robbed by pirates, attacked in Tibet by $!a rabid dog!$, escaped marriage in Nepal and was arrested in India.",No
Anonymous,https://en.wikinews.org/wiki/Jenson_Button_wins_2006_Hungarian_Grand_Prix,1,"Giancarlo Fisichella lost control of his car and ended the race very soon after the start. His teammate Fernando Alonso was in the lead for most of the race, but ended it right after his pit-stop, probably because a badly tucked right front wheel. Michael Schumacher ended his race not long after Alonso, because of the suspension damage in the numerous battles during the race.",When did Alonso end his race?,eng_Latn,05/03/2023,Fisichella lost control of his car,"Giancarlo Fisichella lost control of his car and ended the race very soon after the start. His teammate Fernando Alonso was in the lead for most of the race, but ended it $!right after his pit-stop!$, probably because a badly tucked right front wheel. Michael Schumacher ended his race not long after Alonso, because of the suspension damage in the numerous battles during the race.",No
Anonymous,https://en.wikinews.org/wiki/Jenson_Button_wins_2006_Hungarian_Grand_Prix,2,"Giancarlo Fisichella lost control of his car and ended the race very soon after the start. His teammate Fernando Alonso was in the lead for most of the race, but ended it right after his pit-stop, probably because a badly tucked right front wheel. Michael Schumacher ended his race not long after Alonso, because of the suspension damage in the numerous battles during the race.",What caused Schumacher to end his race early?,eng_Latn,05/03/2023,Damage to the car’s suspension,"Giancarlo Fisichella lost control of his car and ended the race very soon after the start. His teammate Fernando Alonso was in the lead for most of the race, but ended it right after his pit-stop, probably because a badly tucked right front wheel. Michael Schumacher ended his race not long after Alonso, because of $!the suspension damage!$ in the numerous battles during the race.",No
Anonymous,https://en.wikinews.org/wiki/Judge_orders_Baltimore_City_prison_to_produce_plan_for_improvement,2,"In the last 3 months, over 80 arrestees were released from the Central Booking facility without being formally charged. In April this year, a temporary restaining order was issued by Judge Glynn against the facility to enforce the release of those held more than 24 hours after their intake who did not receive a hearing by a court commissioner. The commissioner sets bail, if granted, and formalizes the charges filed by the arresting officer. The charges are then entered into the state's computer system where the case is tracked. The hearing also marks the date for the suspect’s right to a speedy trial.","According to the temporary restraining order mentioned in the passage, what must arrestees be allowed to have in order to be held longer than 24 hours?",eng_Latn,05/03/2023,A hearing,"In the last 3 months, over 80 arrestees were released from the Central Booking facility without being formally charged. In April this year, a temporary restaining order was issued by Judge Glynn against the facility to enforce the release of those held more than 24 hours after their intake who did not receive $!a hearing!$ by a court commissioner. The commissioner sets bail, if granted, and formalizes the charges filed by the arresting officer. The charges are then entered into the state's computer system where the case is tracked. The hearing also marks the date for the suspect’s right to a speedy trial.",No
Anonymous,https://en.wikinews.org/wiki/Karzai_declared_winner_of_Afghan_elections_runoff_polls_cancelled,2,"Lodin also said officials decided to cancel the runoff in order to save Afghans the expense and security risk of another election. Diplomats said that they had found enough ambiguity in the Afghan constitution to determine the runoff as unnecessary. This contradicts earlier reports, which said that cancelling the runoff would have been against the constitution.",Why was the runoff ultimately deemed unnecessary by diplomats?,eng_Latn,05/03/2023,There was ambiguity in the constitution,"Lodin also said officials decided to cancel the runoff in order to save Afghans the expense and security risk of another election. Diplomats said that they had found $!enough ambiguity in the Afghan constitution!$ to determine the runoff as unnecessary. This contradicts earlier reports, which said that cancelling the runoff would have been against the constitution.",No
Anonymous,https://en.wikinews.org/wiki/Khyber_Pakhtunkhwa_Provincial_Assembly_votes_to_merge_with_Pakistani_Federally_Administered_Tribal_Areas,1,"""Since Pakistani independence from British rule in 1947, the Pakistani President has appointed """"Political Agents"""" to govern FATA, who exercise near-complete autonomous control over the areas. These agents are responsible for providing government and judicial services under Article 247 of the Pakistani Constitution.""",Who provides judicial services for FATA?,eng_Latn,05/03/2023,Political Agents,"""Since Pakistani independence from British rule in 1947, the Pakistani President has appointed """"Political Agents"""" to govern FATA, who exercise near-complete autonomous control over the areas. $!These agents!$ are responsible for providing government and judicial services under Article 247 of the Pakistani Constitution.""",BB
Anonymous,https://en.wikinews.org/wiki/La_La_Land_receives_record-equalling_fourteen_Oscar_nominations;_Hacksaw_Ridge_gets_six,1,"The movie, featuring Ryan Gosling and Emma Stone, received nominations in all major categories. Gosling and Stone received nominations for Best Actor and Actress respectively. The other nominations include Best Picture, Director, Cinematography, Costume Design, Film-editing, Original Score, Production Design, Sound Editing, Sound Mixing and Original Screenplay. Two songs from the movie, Audition (The Fools Who Dream) and City of Stars, received nominations for best original song. Lionsgate studio received 26 nominations — more than any other studio.",Which award was Emma Stone nominated for?,eng_Latn,05/03/2023,Best Actress,"The movie, featuring Ryan Gosling and Emma Stone, received nominations in all major categories. Gosling and Stone received nominations for Best Actor and $!Actress!$ respectively. The other nominations include Best Picture, Director, Cinematography, Costume Design, Film-editing, Original Score, Production Design, Sound Editing, Sound Mixing and Original Screenplay. Two songs from the movie, Audition (The Fools Who Dream) and City of Stars, received nominations for best original song. Lionsgate studio received 26 nominations — more than any other studio.",No
Anonymous,https://en.wikinews.org/wiki/La_La_Land_receives_record-equalling_fourteen_Oscar_nominations;_Hacksaw_Ridge_gets_six,2,"The movie, featuring Ryan Gosling and Emma Stone, received nominations in all major categories. Gosling and Stone received nominations for Best Actor and Actress respectively. The other nominations include Best Picture, Director, Cinematography, Costume Design, Film-editing, Original Score, Production Design, Sound Editing, Sound Mixing and Original Screenplay. Two songs from the movie, Audition (The Fools Who Dream) and City of Stars, received nominations for best original song. Lionsgate studio received 26 nominations — more than any other studio.",Which award was the movie not nominated for?,eng_Latn,05/03/2023,Best Visual Effects,X,No
Anonymous,https://en.wikinews.org/wiki/Ma_Ying-jeou_wins_2008_Taiwan_presidential_election,1,"""Born in Hong Kong, Ma studied at New York University and Harvard Law School and once held an American permanent resident """"green card"""". Hsieh implied during the election that Ma might flee the country during a time of crisis. Hsieh also argued that the photogenic Ma was more style than substance. Despite these accusations, Ma won handily on a platform advocating closer ties with the Chinese mainland.""",In what country did Ma study law?,eng_Latn,05/03/2023,United States of America,X,No
Anonymous,https://en.wikinews.org/wiki/Mass_evictions_from_Oakland%27s_public_housing,1,"After it became apparent that many families were seeking legal help to fight the evictions, a meeting was held on March 20 at the East Bay Community Law Center for the victims of the housing scam. When the tenants started sharing what had occurred to them, most of the families involved suddenly realized that Carolyn Wilson of the OHA had stolen their security deposits, and skipped out of town. Tenants at Lockwood Gardens believe that there may be another 40 families or more to face eviction, since they learned that OHA police are also investigating other public housing properties in Oakland that may be caught up in the housing scam.","As stated in the passage, who did Carolyn Wilson work for before leaving town?",eng_Latn,05/03/2023,The OHA,"After it became apparent that many families were seeking legal help to fight the evictions, a meeting was held on March 20 at the East Bay Community Law Center for the victims of the housing scam. When the tenants started sharing what had occurred to them, most of the families involved suddenly realized that Carolyn Wilson of the $!OHA!$ had stolen their security deposits, and skipped out of town. Tenants at Lockwood Gardens believe that there may be another 40 families or more to face eviction, since they learned that OHA police are also investigating other public housing properties in Oakland that may be caught up in the housing scam.",No
Anonymous,https://en.wikinews.org/wiki/Matt_Kenseth_wins_third_NASCAR_Sprint_Cup_race_of_2012,1,"Following the race, Keselowski remains the Drivers' Championship leader with 2,250 points. Seven points behind, Johnson is second with 2,243. In third, Hamlin is twenty points behind, but five ahead of Bowyer. Kahne and Truex, Jr. are fifth and sixth respectively with 2,220 and 2,207 points. Stewart, Gordon, Kenseth, and Harvick round out the top-ten positions for the Drivers' Championship with four races remaining in the season.","With four races remaining in the season, who is in fourth place of the Drivers’ Championship?",eng_Latn,05/03/2023,Bowyer,"Following the race, Keselowski remains the Drivers' Championship leader with 2,250 points. Seven points behind, Johnson is second with 2,243. In third, Hamlin is twenty points behind, but five ahead of $!Bowyer!$. Kahne and Truex, Jr. are fifth and sixth respectively with 2,220 and 2,207 points. Stewart, Gordon, Kenseth, and Harvick round out the top-ten positions for the Drivers' Championship with four races remaining in the season.",BB
Anonymous,https://en.wikinews.org/wiki/Matt_Kenseth_wins_third_NASCAR_Sprint_Cup_race_of_2012,2,"Following the race, Keselowski remains the Drivers' Championship leader with 2,250 points. Seven points behind, Johnson is second with 2,243. In third, Hamlin is twenty points behind, but five ahead of Bowyer. Kahne and Truex, Jr. are fifth and sixth respectively with 2,220 and 2,207 points. Stewart, Gordon, Kenseth, and Harvick round out the top-ten positions for the Drivers' Championship with four races remaining in the season.","Following the race mentioned in the passage, how many points does Kahne have in the Drivers’ Championship?",eng_Latn,05/03/2023,2220,"Following the race, Keselowski remains the Drivers' Championship leader with 2,250 points. Seven points behind, Johnson is second with 2,243. In third, Hamlin is twenty points behind, but five ahead of Bowyer. Kahne and Truex, Jr. are fifth and sixth respectively with $!2,220!$ and 2,207 points. Stewart, Gordon, Kenseth, and Harvick round out the top-ten positions for the Drivers' Championship with four races remaining in the season.",No
Anonymous,https://en.wikinews.org/wiki/Meteorites_in_Morocco_found_to_be_from_Mars,2,"This is believed to be the fifth time in history that people have observed what turned out to be chemically confirmed martian material falling to Earth. Out of the approximately 24,000 known meteorites to have fallen to Earth, only about 34 have been verified to be martian in origin. Fifteen of these rocks are attributed to the meteorite shower last July. Some of the rocks, which are very rare on Earth, are being sold from US$11,000 to $22,500 per ounce, which is about ten times more than the cost of gold.","As mentioned in the passage, what is true of the rocks that have been found to be martian in origin?",eng_Latn,05/03/2023,There are 34 of them,"This is believed to be the fifth time in history that people have observed what turned out to be chemically confirmed martian material falling to Earth. Out of the approximately 24,000 known meteorites to have fallen to Earth, only about $!34 have been verified to be martian in origin!$. Fifteen of these rocks are attributed to the meteorite shower last July. Some of the rocks, which are very rare on Earth, are being sold from US$11,000 to $22,500 per ounce, which is about ten times more than the cost of gold.",No
Anonymous,https://en.wikinews.org/wiki/Michael_Schumacher_calls_off_Formula_1_comeback_due_to_injury,1,"Schumacher who retired in 2006 after winning the Formula 1 championship seven times, was due to replace the injured Felipe Massa. The Brazilian suffered a serious head injury after a crash during the 2009 Hungarian Grand Prix. Massa is due to be out for at least the rest of the 2009 season.",When did Schumacher retire?,eng_Latn,05/03/2023,Following his seventh championship win,"Schumacher who retired $!in 2006!$ after winning the Formula 1 championship seven times, was due to replace the injured Felipe Massa. The Brazilian suffered a serious head injury after a crash during the 2009 Hungarian Grand Prix. Massa is due to be out for at least the rest of the 2009 season.",No
Anonymous,https://en.wikinews.org/wiki/Michael_Schumacher_calls_off_Formula_1_comeback_due_to_injury,2,"Schumacher who retired in 2006 after winning the Formula 1 championship seven times, was due to replace the injured Felipe Massa. The Brazilian suffered a serious head injury after a crash during the 2009 Hungarian Grand Prix. Massa is due to be out for at least the rest of the 2009 season.",When was Massa injured?,eng_Latn,05/03/2023,During a Grand Prix,"Schumacher who retired in 2006 after winning the Formula 1 championship seven times, was due to replace the injured Felipe Massa. The Brazilian suffered a serious head injury after a crash $!during the 2009 Hungarian Grand Prix!$. Massa is due to be out for at least the rest of the 2009 season.",No
Anonymous,https://en.wikinews.org/wiki/Militants_bomb_Gaziantep_Turkey_police_headquarters,1,"A car bomb detonated at police headquarters in Gaziantep, Turkey yesterday morning killed two police officers and injured more than twenty other people. The governor's office said nineteen of the injured were police officers. Police said they suspect an alleged Daesh (ISIL) militant of responsibility for the attack.",How many people killed in the attack were not police officers?,eng_Latn,05/03/2023,0,"A car bomb detonated at police headquarters in Gaziantep, Turkey yesterday morning killed $!two!$ police officers and injured more than twenty other people. The governor's office said nineteen of the injured were police officers. Police said they suspect an alleged Daesh (ISIL) militant of responsibility for the attack.",BB
Anonymous,https://en.wikinews.org/wiki/Militants_bomb_Gaziantep_Turkey_police_headquarters,2,"A car bomb detonated at police headquarters in Gaziantep, Turkey yesterday morning killed two police officers and injured more than twenty other people. The governor's office said nineteen of the injured were police officers. Police said they suspect an alleged Daesh (ISIL) militant of responsibility for the attack.",Who reported the alleged suspect in the attack?,eng_Latn,05/03/2023,Police,"A car bomb detonated at police headquarters in Gaziantep, Turkey yesterday morning killed two police officers and injured more than twenty other people. The governor's office said nineteen of the injured were police officers. $!Police!$ said they suspect an alleged Daesh (ISIL) militant of responsibility for the attack.",No
Anonymous,https://en.wikinews.org/wiki/Mitt_Romney_wins_2012_Florida_primary,1,"Former Massachusetts governor Mitt Romney won the Florida Republican Party presidential primary election on Tuesday with over 46 percent of the vote. Former U.S. Speaker of the House Newt Gingrich came in second with 32 percent. As a winner-takes-all state, Florida awarded all fifty of its delegates to Romney, pushing him ahead as the front-runner for the Republican Party nomination.","Due to Florida’s status as a winner-takes-all state, what was awarded to Mitt Romney?",eng_Latn,05/03/2023,All of the state’s delegates,"Former Massachusetts governor Mitt Romney won the Florida Republican Party presidential primary election on Tuesday with over 46 percent of the vote. Former U.S. Speaker of the House Newt Gingrich came in second with 32 percent. As a winner-takes-all state, Florida awarded $!all fifty of its delegates!$ to Romney, pushing him ahead as the front-runner for the Republican Party nomination.",No
Anonymous,https://en.wikinews.org/wiki/Modern_radio_drama_Paranoria_TX_releases_100th_episode,1,"""The station's web site describes the show as """"old school radio theater with a new and outrageous geeky spin!"""" In its early days, the show was featured solely at the long-running internet radio site TogiNet Radio, a site focused on talk radio. In late 2015, TogiNet established AstroNet Radio as a subsidiary station. The show originally featured amateur voice actors, local to East Texas.""",Where was the only place the show was featured prior to 2015?,eng_Latn,05/03/2023,TogiNet Radio,"""The station's web site describes the show as """"old school radio theater with a new and outrageous geeky spin!"""" In its early days, the show was featured solely at the long-running internet radio site $!TogiNet Radio!$, a site focused on talk radio. In late 2015, TogiNet established AstroNet Radio as a subsidiary station. The show originally featured amateur voice actors, local to East Texas.""",No
Anonymous,https://en.wikinews.org/wiki/Modern_radio_drama_Paranoria_TX_releases_100th_episode,2,"""The station's web site describes the show as """"old school radio theater with a new and outrageous geeky spin!"""" In its early days, the show was featured solely at the long-running internet radio site TogiNet Radio, a site focused on talk radio. In late 2015, TogiNet established AstroNet Radio as a subsidiary station. The show originally featured amateur voice actors, local to East Texas.""",The station describes the show as having what kind of spin?,eng_Latn,05/03/2023,Geeky,"""The station's web site describes the show as """"old school radio theater with a new and outrageous $!geeky!$ spin!"""" In its early days, the show was featured solely at the long-running internet radio site TogiNet Radio, a site focused on talk radio. In late 2015, TogiNet established AstroNet Radio as a subsidiary station. The show originally featured amateur voice actors, local to East Texas.""",No
Anonymous,https://en.wikinews.org/wiki/Mumbai_2008_attack_plotter_sentenced_to_35_years,1,"The Mumbai attackers arrived via boat on Novemeber 26, 2008, bringing with them grenades, automatic weapons and hit multiple targets including the crowded Chhatrapati Shivaji Terminus railway station and the famous Taj Mahal Hotel. David Headley's scouting and information gathering had helped to enable the operation by the 10 gunmen from the Pakistani militant group Laskhar-e-Taiba. The attack put a huge strain on relations between India and Pakistan.",What did David Headley gather that ultimately aided the militant group’s attack?,eng_Latn,05/03/2023,Information,"The Mumbai attackers arrived via boat on Novemeber 26, 2008, bringing with them grenades, automatic weapons and hit multiple targets including the crowded Chhatrapati Shivaji Terminus railway station and the famous Taj Mahal Hotel. David Headley's scouting and $!information!$ gathering had helped to enable the operation by the 10 gunmen from the Pakistani militant group Laskhar-e-Taiba. The attack put a huge strain on relations between India and Pakistan.",No
Anonymous,https://en.wikinews.org/wiki/Mumbai_2008_attack_plotter_sentenced_to_35_years,2,"The Mumbai attackers arrived via boat on Novemeber 26, 2008, bringing with them grenades, automatic weapons and hit multiple targets including the crowded Chhatrapati Shivaji Terminus railway station and the famous Taj Mahal Hotel. David Headley's scouting and information gathering had helped to enable the operation by the 10 gunmen from the Pakistani militant group Laskhar-e-Taiba. The attack put a huge strain on relations between India and Pakistan.",Which mode of transportation did the militant group use to travel to Mumbai?,eng_Latn,05/03/2023,Boat,"The Mumbai attackers arrived via $!boat!$ on Novemeber 26, 2008, bringing with them grenades, automatic weapons and hit multiple targets including the crowded Chhatrapati Shivaji Terminus railway station and the famous Taj Mahal Hotel. David Headley's scouting and information gathering had helped to enable the operation by the 10 gunmen from the Pakistani militant group Laskhar-e-Taiba. The attack put a huge strain on relations between India and Pakistan.",No
Anonymous,https://en.wikinews.org/wiki/Nadal_beats_Raonic_to_reach_Australian_Open_semis,1,"""Nadal's head to head record against the Canadian is 7–2. He recently lost against Raonic in the Brisbane Open. Nadal bagged 88% net points in the match winning 76 points in the first serve. After the match, King of Clay said, """"I am just excited about being back in the final rounds of the most important events. I am here to try to win this.""""""",Which statement accurately reflects the outcome of Nadal and Raonic’s Brisbane Open match mentioned in the passage?,eng_Latn,05/03/2023,Raonic beat Nadal,X,No
Anonymous,https://en.wikinews.org/wiki/Naked_News_to_create_international_language_editions,1,"Last week, Naked News announced that it would dramatically increase its international language mandate to news reporting, with three new broadcasts. Already reporting in English and Japanese, the global organization is launching Spanish, Italian, and Korean-language programs, for television, the web, and mobile devices.",Which language program is not included in the three new Naked News broadcasts?,eng_Latn,05/03/2023,Japanese,X,No
Anonymous,https://en.wikinews.org/wiki/Nathalie_Carpanedo_finishes_wild_card_run_at_2013_IPC_Alpine_World_Championships,1,"Beyond Wednesday's event, Carpanedo competed in two individual races at the Championships. Her first was the Slalom, where she earned a Did Not Finish in her first run. 36 of the 116 competitors had the same result in that race. Her other race, the Giant Slalom, saw her finish in tenth in the women's sitting group with a combined run time of 4:41.30, 2:11.60 minutes slower than first place finisher Austrian Claudia Loesch and 1:09.02 minutes slower than the ninth place finisher Gyöngyi Dani of Hungary. Four skiers in the women's sitting group failed to finish their runs, and 45 of the 117 total skiers in the Giant Slalom failed to rank in the race.",How many competitors did not finish the Giant Slalom?,eng_Latn,05/03/2023,4,"Beyond Wednesday's event, Carpanedo competed in two individual races at the Championships. Her first was the Slalom, where she earned a Did Not Finish in her first run. 36 of the 116 competitors had the same result in that race. Her other race, the Giant Slalom, saw her finish in tenth in the women's sitting group with a combined run time of 4:41.30, 2:11.60 minutes slower than first place finisher Austrian Claudia Loesch and 1:09.02 minutes slower than the ninth place finisher Gyöngyi Dani of Hungary. $!Four!$ skiers in the women's sitting group failed to finish their runs, and 45 of the 117 total skiers in the Giant Slalom failed to rank in the race.",No
Anonymous,https://en.wikinews.org/wiki/National_Hockey_League_news:_March_22_2008,1,"Today's Player of the Day is Alex Ovechkin of the Washington Capitals. He had 2 goals and 2 assists in Washington's 5-3 win over the Atlanta Thrashers. Ovechkin's first assist of the night was on the game-winning goal by rookie Nicklas Backstrom; his second goal of the night was his 60th of the season, becoming the first player to score 60 or more goals in a season since 1995-96, when Jaromir Jagr and Mario Lemieux each reached that milestone.",Who scored the game-winning goal for the Washington Capitals in the game against the Atlanta Thrashers?,eng_Latn,05/03/2023,Nicklas Backstrom,"Today's Player of the Day is Alex Ovechkin of the Washington Capitals. He had 2 goals and 2 assists in Washington's 5-3 win over the Atlanta Thrashers. Ovechkin's first assist of the night was on the game-winning goal by rookie $!Nicklas Backstrom!$; his second goal of the night was his 60th of the season, becoming the first player to score 60 or more goals in a season since 1995-96, when Jaromir Jagr and Mario Lemieux each reached that milestone.",No
Anonymous,https://en.wikinews.org/wiki/National_Hockey_League_news:_March_22_2008,2,"Today's Player of the Day is Alex Ovechkin of the Washington Capitals. He had 2 goals and 2 assists in Washington's 5-3 win over the Atlanta Thrashers. Ovechkin's first assist of the night was on the game-winning goal by rookie Nicklas Backstrom; his second goal of the night was his 60th of the season, becoming the first player to score 60 or more goals in a season since 1995-96, when Jaromir Jagr and Mario Lemieux each reached that milestone.",Who scored his 60th goal of the season during the Capitals vs. Thrashers game?,eng_Latn,05/03/2023,Alex Ovechkin,"Today's Player of the Day is $!Alex Ovechkin!$ of the Washington Capitals. He had 2 goals and 2 assists in Washington's 5-3 win over the Atlanta Thrashers. Ovechkin's first assist of the night was on the game-winning goal by rookie Nicklas Backstrom; his second goal of the night was his 60th of the season, becoming the first player to score 60 or more goals in a season since 1995-96, when Jaromir Jagr and Mario Lemieux each reached that milestone.",No
