Annotator,link,question_number,Arabic passage,Arabic Question,Annotated Passage,Belebele problem?,,,,
Anonymous,https://en.wikinews.org/wiki/Meteorites_in_Morocco_found_to_be_from_Mars,2,"يُعتقد أن هذه هي المرة الخامسة في التاريخ التي يلاحظ فيها الناس ما تبين أنه مادة مريخية مؤكدة كيميائيًا تسقط على الأرض. من بين ما يقرب من 24,000 نيزك معروف سقط على الأرض، جرى التحقق من أن أصل حوالي 34 فقط من المريخ. وتُعزى خمسة عشر من هذه الصخور إلى وابل الشهب الذي حدث في يوليو الماضي. وتُباع بعض الصخور النادرة جدًا على الأرض بسعر يبدأ من 11000 دولار أمريكي إلى 22500 دولار أمريكي للأوقية، وهو ما يزيد بنحو عشرة أضعاف عن تكلفة الذهب.","كما ذكر في الفقرة، ما الصحيح حول الصخور التي وُجد أنها مريخية الأصل؟","يُعتقد أن هذه هي المرة الخامسة في التاريخ التي يلاحظ فيها الناس ما تبين أنه مادة مريخية مؤكدة كيميائيًا تسقط على الأرض. من بين ما يقرب من 24,000 نيزك معروف سقط على الأرض، $!جرى التحقق من أن أصل حوالي 34 فقط!$ من المريخ. وتُعزى خمسة عشر من هذه الصخور إلى وابل الشهب الذي حدث في يوليو الماضي. وتُباع بعض الصخور النادرة جدًا على الأرض بسعر يبدأ من 11000 دولار أمريكي إلى 22500 دولار أمريكي للأوقية، وهو ما يزيد بنحو عشرة أضعاف عن تكلفة الذهب.",No,,,,
Anonymous,https://en.wikinews.org/wiki/Michael_Schumacher_calls_off_Formula_1_comeback_due_to_injury,1,كان من المقرر أي يحل شوماخر المتقاعد في عام2006 بعد الفوز ببطولة الفورمولا ١ سبع مراتٍ محل فليب ماسا المصاب. أصيب البرازيلي بجروح خطيرة في الرأس إثر اصطدام خلال سباق جائزة المجر الكبرى عام 2009. من المُقرّر أن يغيب ماسا لما تبقى من موسم 2009 على أقل تقدير.,متى تقاعد شوماخر؟,كان من المقرر أي يحل شوماخر المتقاعد $!في عام2006!$ بعد الفوز ببطولة الفورمولا ١ سبع مراتٍ محل فليب ماسا المصاب. أصيب البرازيلي بجروح خطيرة في الرأس إثر اصطدام خلال سباق جائزة المجر الكبرى عام 2009. من المُقرّر أن يغيب ماسا لما تبقى من موسم 2009 على أقل تقدير.,No,,,,
Anonymous,https://en.wikinews.org/wiki/Michael_Schumacher_calls_off_Formula_1_comeback_due_to_injury,2,كان من المقرر أي يحل شوماخر المتقاعد في عام2006 بعد الفوز ببطولة الفورمولا ١ سبع مراتٍ محل فليب ماسا المصاب. أصيب البرازيلي بجروح خطيرة في الرأس إثر اصطدام خلال سباق جائزة المجر الكبرى عام 2009. من المُقرّر أن يغيب ماسا لما تبقى من موسم 2009 على أقل تقدير.,متى أصيب ماسا؟,كان من المقرر أي يحل شوماخر المتقاعد في عام2006 بعد الفوز ببطولة الفورمولا ١ سبع مراتٍ محل فليب ماسا المصاب. أصيب البرازيلي بجروح خطيرة في الرأس إثر اصطدام $!خلال سباق جائزة المجر الكبرى عام 2009.!$ من المُقرّر أن يغيب ماسا لما تبقى من موسم 2009 على أقل تقدير.,No,,,,
Anonymous,https://en.wikinews.org/wiki/Militants_bomb_Gaziantep_Turkey_police_headquarters,1,"لقد انفجرت سيارة ملغومة صباح أمس في قسم للشرطة في غازي عنتاب في تركيا، مما تسبب بمقتل ضابطين من الشرطة وإصابة أكثر من عشرين آخرين بجروح. وقال مكتب المحافظ أن ١٩ من المصابين كانوا من ضباط الشرطة. وقالت الشرطة إنها تشتبه في مسؤولية أحد مقاتلي داعش المزعومين عن الهجوم.",كم عدد الأشخاص القتلى في الهجوم الذين لم يكونوا من ضباط الشرطة؟,"لقد انفجرت سيارة ملغومة صباح أمس في قسم للشرطة في غازي عنتاب في تركيا، مما تسبب بمقتل $!ضابطين!$ من الشرطة وإصابة أكثر من عشرين آخرين بجروح. وقال مكتب المحافظ أن ١٩ من المصابين كانوا من ضباط الشرطة. وقالت الشرطة إنها تشتبه في مسؤولية أحد مقاتلي داعش المزعومين عن الهجوم.",BB,,,,
Anonymous,https://en.wikinews.org/wiki/Militants_bomb_Gaziantep_Turkey_police_headquarters,2,"لقد انفجرت سيارة ملغومة صباح أمس في قسم للشرطة في غازي عنتاب في تركيا، مما تسبب بمقتل ضابطين من الشرطة وإصابة أكثر من عشرين آخرين بجروح. وقال مكتب المحافظ أن ١٩ من المصابين كانوا من ضباط الشرطة. وقالت الشرطة إنها تشتبه في مسؤولية أحد مقاتلي داعش المزعومين عن الهجوم.",من أبلغ عن المشتبه به المزعوم في الهجوم؟,"لقد انفجرت سيارة ملغومة صباح أمس في قسم للشرطة في غازي عنتاب في تركيا، مما تسبب بمقتل ضابطين من الشرطة وإصابة أكثر من عشرين آخرين بجروح. وقال مكتب المحافظ أن ١٩ من المصابين كانوا من ضباط الشرطة. وقالت $!الشرطة!$ إنها تشتبه في مسؤولية أحد مقاتلي داعش المزعومين عن الهجوم.",No,,,,
Anonymous,https://en.wikinews.org/wiki/Mitt_Romney_wins_2012_Florida_primary,1,"فاز حاكم ولاية ماساتشوستس السابق ميت رومني في الانتخابات التمهيدية الرئاسية للحزب الجمهوري في فلوريدا يوم الثلاثاء بأكثر من 46 في المائة من الأصوات. حل نيوت جينجريتش، رئيس مجلس النواب الأمريكي السابق، في المرتبة الثانية بنسبة 32%. منحت فلوريدا، بوصفها ولاية فائزة تحصل على كل شيء، جميع أصوات مندوبيها الخمسين لرومني، ما قوى مركزه ليصبح المرشح الأول في قائمة ترشيحات الحزب الجمهوري.","بسبب مكانة فلوريدا كولاية الفائز يأخذ كل شيء، ما الذي أُعطي لميت رومني؟","فاز حاكم ولاية ماساتشوستس السابق ميت رومني في الانتخابات التمهيدية الرئاسية للحزب الجمهوري في فلوريدا يوم الثلاثاء بأكثر من 46 في المائة من الأصوات. حل نيوت جينجريتش، رئيس مجلس النواب الأمريكي السابق، في المرتبة الثانية بنسبة 32%. منحت فلوريدا، بوصفها ولاية فائزة تحصل على كل شيء، $!جميع أصوات مندوبيها الخمسين!$ لرومني، ما قوى مركزه ليصبح المرشح الأول في قائمة ترشيحات الحزب الجمهوري.",No,,,,
Anonymous,https://en.wikinews.org/wiki/Modern_radio_drama_Paranoria_TX_releases_100th_episode,1,"""وصف موقع المحطّة الإلكتروني العمل بأنه """"مسرح إذاعي على الطريقة القديمة، بانعطاف غريب الأطوار، جديد وصارخ!"""" في أيامه الأولى، أُذيع البرنامج حصراً على موقع راديو الإنترنت الموجود منذ فترة طويلة """"توجي نت راديو""""، وهو الموقع الذي يركز على الراديو الحواري. في أواخر عام 2015، أنشأت """"توجي نت"""" راديو """"أسترو نت """" كمحطة إذاعية تابعة. عرض البرنامج في الأصل ممثلي صوت الهواة، من محلية إلى شرق تكساس.""",أين كان المكان الوحيد الذي ظهر فيه العمل قبل عام 2015؟,"وصف موقع المحطّة الإلكتروني العمل بأنه ""مسرح إذاعي على الطريقة القديمة، بانعطاف غريب الأطوار، جديد وصارخ!"" في أيامه الأولى، أُذيع البرنامج حصراً على موقع راديو الإنترنت الموجود منذ فترة طويلة ""$!توجي نت راديو!$""، وهو الموقع الذي يركز على الراديو الحواري. في أواخر عام 2015، أنشأت ""توجي نت"" راديو ""أسترو نت "" كمحطة إذاعية تابعة. عرض البرنامج في الأصل ممثلي صوت الهواة، من محلية إلى شرق تكساس.",No,,,,
Anonymous,https://en.wikinews.org/wiki/Modern_radio_drama_Paranoria_TX_releases_100th_episode,2,"""وصف موقع المحطّة الإلكتروني العمل بأنه """"مسرح إذاعي على الطريقة القديمة، بانعطاف غريب الأطوار، جديد وصارخ!"""" في أيامه الأولى، أُذيع البرنامج حصراً على موقع راديو الإنترنت الموجود منذ فترة طويلة """"توجي نت راديو""""، وهو الموقع الذي يركز على الراديو الحواري. في أواخر عام 2015، أنشأت """"توجي نت"""" راديو """"أسترو نت """" كمحطة إذاعية تابعة. عرض البرنامج في الأصل ممثلي صوت الهواة، من محلية إلى شرق تكساس.""",تصف المحطة العمل بأنه يحتوي على انعطاف من أي نوع؟,"وصف موقع المحطّة الإلكتروني العمل بأنه ""مسرح إذاعي على الطريقة القديمة، بانعطاف $!غريب الأطوار!$، جديد وصارخ!"" في أيامه الأولى، أُذيع البرنامج حصراً على موقع راديو الإنترنت الموجود منذ فترة طويلة ""توجي نت راديو""، وهو الموقع الذي يركز على الراديو الحواري. في أواخر عام 2015، أنشأت ""توجي نت"" راديو ""أسترو نت "" كمحطة إذاعية تابعة. عرض البرنامج في الأصل ممثلي صوت الهواة، من محلية إلى شرق تكساس.",No,,,,
Anonymous,https://en.wikinews.org/wiki/Mumbai_2008_attack_plotter_sentenced_to_35_years,1,"وصل مهاجمو مومباي على متن قارب في 26 نوفمبر 2008، وجلبوا معهم قنابل يدوية وأسلحة آلية وضربوا أهدافاً متعددة بما في ذلك محطة السكك الحديدية تشاتراباتي شيفاجي المكتظة وفندق تاج محل الشهير. لقد ساعد استكشاف وجمع المعلومات الذي قام به ديفيد هيدلي في إتاحة العملية التي تفذها 10 مسلحين من الجماعة الباكستانية المسلحة لشكر طيبة. وضع الهجوم توتراً ضخماً علي العلاقات بين الهند وباكستان.",ما الذي جمعه ديفيد هيدل والذي ساعد في النهاية هجوم الجماعة المتشددة؟,"وصل مهاجمو مومباي على متن قارب في 26 نوفمبر 2008، وجلبوا معهم قنابل يدوية وأسلحة آلية وضربوا أهدافاً متعددة بما في ذلك محطة السكك الحديدية تشاتراباتي شيفاجي المكتظة وفندق تاج محل الشهير . لقد ساعد استكشاف وجمع $!المعلومات!$ الذي قام به ديفيد هيدلي في إتاحة العملية التي تفذها 10 مسلحين من الجماعة الباكستانية المسلحة لشكر طيبة . وضع الهجوم توتراً ضخماً علي العلاقات بين الهند وباكستان .",No,,,,
Anonymous,https://en.wikinews.org/wiki/Mumbai_2008_attack_plotter_sentenced_to_35_years,2,"وصل مهاجمو مومباي على متن قارب في 26 نوفمبر 2008، وجلبوا معهم قنابل يدوية وأسلحة آلية وضربوا أهدافاً متعددة بما في ذلك محطة السكك الحديدية تشاتراباتي شيفاجي المكتظة وفندق تاج محل الشهير. لقد ساعد استكشاف وجمع المعلومات الذي قام به ديفيد هيدلي في إتاحة العملية التي تفذها 10 مسلحين من الجماعة الباكستانية المسلحة لشكر طيبة. وضع الهجوم توتراً ضخماً علي العلاقات بين الهند وباكستان.",ما هي وسيلة النقل التي استخدمتها الجماعة المتشددة للسفر إلى مومباي؟,"وصل مهاجمو مومباي على متن $!قارب!$ في 26 نوفمبر 2008، وجلبوا معهم قنابل يدوية وأسلحة آلية وضربوا أهدافاً متعددة بما في ذلك محطة السكك الحديدية تشاتراباتي شيفاجي المكتظة وفندق تاج محل الشهير. لقد ساعد استكشاف وجمع المعلومات الذي قام به ديفيد هيدلي في إتاحة العملية التي تفذها 10 مسلحين من الجماعة الباكستانية المسلحة لشكر طيبة. وضع الهجوم توتراً ضخماً علي العلاقات بين الهند وباكستان.",No,,,,
Anonymous,https://en.wikinews.org/wiki/Nadal_beats_Raonic_to_reach_Australian_Open_semis,1,"""سجل تاريخ مواجهات نادال مع الكندي هو 7 – 2. خسر مؤخرًا أمام راونيتش في بطولة بريسبان المفتوحة. حصد نادال نقاط على الشبكة بنسبة 88% في المباراة، ليفوز بـ76 نقطة في الإرسال الأول. بعد المباراة، أفاد """"ملك الملاعب الترابية"""": """"أنا متحمس للعودة في الجولات الأخيرة لأهم الأحداث، فأنا هنا لمحاولة الفوز بهذا.""""""",أي جملة تعكس بدقة نتيجة مباراة نادال وراونيتش في بطولة بريسبان المفتوحة المذكورة في المذكورة؟,X,No,,,,
Anonymous,https://en.wikinews.org/wiki/Naked_News_to_create_international_language_editions,1,"في الأسبوع الماضي، أعلنت Naked News أنها سوف تزيد بشكل كبير من تفويضها الخاص باللغة الدولية في إعداد التقارير الإخبارية، مع بث ثلاث برامج جديدة. تقوم المنظمة العالمية بالفعل بتقديم التقارير باللغتين الإنجليزية واليابانية، وهي تطلق برامج باللغة الإسبانية والإيطالية والكورية للتليفزيون والويب والأجهزة المحمولة.",ما هو البرنامج اللغوي الذي لم يتم تضمينه في برامج Naked News الثلاثة الجديدة؟,X,No,,,,
Anonymous,https://en.wikinews.org/wiki/Nathalie_Carpanedo_finishes_wild_card_run_at_2013_IPC_Alpine_World_Championships,1,"""بعد حدث الأربعاء، تنافس كاربانيدو في سباقين فرديين في البطولة. كان أول سباق لها هو سباق التزلج المتعرج، حيث حصلت على نتيجة """"لم تُنه السباق"""" في أول جولة لها. وقد حصل 36 من أصل 116 متنافساً على نفس النتيجة في هذا السباق. وشهد سباقها الآخر - سباق التزلج المتعرج العملاق - حصولها على المركز العاشر في مجموعة جلوس السيدات بوقت ركض مجموعه 4:41.30، وهو أبطأ بـ 2:11.60 دقيقة من صاحبة المركز الأول النمساوية كلوديا لوش، و 1:09.02 دقيقة من صاحبة المركز التاسع المجرية جيونجيي داني. فشلت أربع متزلّجات ضمن فريق المعوقين من إكمال أشواطهن، وفشل 45 من إجمالي 117 متزلّجة في سباق التعرّج العملاق في الحصول على ترتيب في السباق.""",كم عدد المنافسين الذين لم ينهوا سباق التزلج المتعرج العملاق؟,"`` بعد حدث الأربعاء، تنافس كاربانيدو في سباقين فرديين في البطولة . كان أول سباق لها هو سباق التزلج المتعرج، حيث حصلت على نتيجة `` '' لم تُنه السباق '' '' في أول جولة لها . وقد حصل 36 من أصل 116 متنافساً على نفس النتيجة في هذا السباق . وشهد سباقها الآخر - سباق التزلج المتعرج العملاق - حصولها على المركز العاشر في مجموعة جلوس السيدات بوقت ركض مجموعه 4:41.30، وهو أبطأ بـ 2:11.60 دقيقة من صاحبة المركز الأول النمساوية كلوديا لوش، و 1:09.02 دقيقة من صاحبة المركز التاسع المجرية جيونجيي داني . فشلت $!أربع!$ متزلّجات ضمن فريق المعوقين من إكمال أشواطهن، وفشل 45 من إجمالي 117 متزلّجة في سباق التعرّج العملاق في الحصول على ترتيب في السباق . ''",No,,,,
Anonymous,https://en.wikinews.org/wiki/National_Hockey_League_news:_March_22_2008,1,"لاعبنا لليوم أليكس أوفيتشكين وهو أحد لاعبي فريق واشنطن كابيتالز. سجّل هدفين ومرر تمريرتين حاسمتين في المباراة التي تغلّب فيها فريق واشنطن على فريق أتلانتا ثراشرز بنتيجة 5-3. مرر أوفشكين التمريرة الحاسمة الأولى له الليلة في هدف الفوز بالمباراة الذي أحرزه الصاعد نيكلاس باكستروم؛ وقد كان هدفه الثاني تلك الليلة هو الهدف رقم 60 له في هذا الموسم حتى أصبح اللاعب الأول الذي يحرز 60 أو أكثر من الأهداف في موسم منذ موسم 1995-96 ،عندما وصل كل من جارومير جاجر وماريو ليميكس إلى ذلك اللقب.",من سجل هدف الفوز في المباراة لفريق واشنطن كابيتالز في المباراة ضد أتلانتا ثراشرز؟,"لاعبنا لليوم أليكس أوفيتشكين وهو أحد لاعبي فريق واشنطن كابيتالز. سجّل هدفين ومرر تمريرتين حاسمتين في المباراة التي تغلّب فيها فريق واشنطن على فريق أتلانتا ثراشرز بنتيجة 5-3. مرر أوفشكين التمريرة الحاسمة الأولى له الليلة في هدف الفوز بالمباراة الذي أحرزه الصاعد $!نيكلاس باكستروم!$؛ وقد كان هدفه الثاني تلك الليلة هو الهدف رقم 60 له في هذا الموسم حتى أصبح اللاعب الأول الذي يحرز 60 أو أكثر من الأهداف في موسم منذ موسم 1995-96 ،عندما وصل كل من جارومير جاجر وماريو ليميكس إلى ذلك اللقب.",No,,,,
Anonymous,https://en.wikinews.org/wiki/National_Hockey_League_news:_March_22_2008,2,"لاعبنا لليوم أليكس أوفيتشكين وهو أحد لاعبي فريق واشنطن كابيتالز. سجّل هدفين ومرر تمريرتين حاسمتين في المباراة التي تغلّب فيها فريق واشنطن على فريق أتلانتا ثراشرز بنتيجة 5-3. مرر أوفشكين التمريرة الحاسمة الأولى له الليلة في هدف الفوز بالمباراة الذي أحرزه الصاعد نيكلاس باكستروم؛ وقد كان هدفه الثاني تلك الليلة هو الهدف رقم 60 له في هذا الموسم حتى أصبح اللاعب الأول الذي يحرز 60 أو أكثر من الأهداف في موسم منذ موسم 1995-96 ،عندما وصل كل من جارومير جاجر وماريو ليميكس إلى ذلك اللقب.",من سجل هدفه الستين هذا الموسم خلال مباراة كابيتالز ضد ثراشرز؟,"لاعبنا لليوم $!أليكس أوفيتشكين!$ وهو أحد لاعبي فريق واشنطن كابيتالز. سجّل هدفين ومرر تمريرتين حاسمتين في المباراة التي تغلّب فيها فريق واشنطن على فريق أتلانتا ثراشرز بنتيجة 5-3. مرر أوفشكين التمريرة الحاسمة الأولى له الليلة في هدف الفوز بالمباراة الذي أحرزه الصاعد نيكلاس باكستروم؛ وقد كان هدفه الثاني تلك الليلة هو الهدف رقم 60 له في هذا الموسم حتى أصبح اللاعب الأول الذي يحرز 60 أو أكثر من الأهداف في موسم منذ موسم 1995-96 ،عندما وصل كل من جارومير جاجر وماريو ليميكس إلى ذلك اللقب.",No,,,,
Anonymous,https://en.wikinews.org/wiki/Nationalised_bank_Northern_Rock_sold_to_Virgin_Money,1,"""تم تأميم بنك روك الشمالي في عام 2008 بعد الإعلان عن أن الشركة تلقت دعماً طارئاً من حكومة المملكة المتحدة. وكان بنك نورثرن روك قد طلب الدعم بسبب تعرضه لأزمة الرهن العقاري الثانوي في عام 2007. وكانت مجموعة فيرجين التابعة للسير ريتشارد برانسون قد تقدمت بطلب تم رفضه قبل تأميم البنك. في سنة 2010 وأثناء تأميمه تم فصل البنك الحالي للشارع الرئيسي نورذرن روك عن باد بنك، نورذن روك (إدارة الأصول). اشترت شركة فيرجن فقط """"البنك الجيّد"""" في نورثرن روك ، وليس شركة إدارة الأصول.""",متى احتاج بنك نورثرن روك إلى دعم من الحكومة؟,"""تم تأميم بنك روك الشماليفي عام 2008 بعد الإعلان عن أن الشركة تلقت دعماً طارئاً من حكومة المملكة المتحدة. وكان بنك نورثرن روك قد طلب الدعم بسبب تعرضه لأزمة الرهن العقاري الثانوي $!في عام 2007!$. وكانت مجموعة فيرجين التابعة للسير ريتشارد برانسون قد تقدمت بطلب تم رفضه قبل تأميم البنك. في سنة 2010 وأثناء تأميمه تم فصل البنك الحالي للشارع الرئيسي نورذرن روك عن باد بنك، نورذن روك (إدارة الأصول). اشترت شركة فيرجن فقط """"البنك الجيّد"""" في نورثرن روك ، وليس شركة إدارة الأصول.""",No,,,,
Anonymous,https://en.wikinews.org/wiki/New_Australian_Prime_Minister_signs_Kyoto,1,"يعزل قرار السيد رود بالتوقيع على اتفاقية كيوتو للمناخ الولايات المتحدة، والتي ستكون الآن الدولة المتقدمة الوحيدة التي لن تصدق على الاتفاقية. رفضت حكومة أستراليا المحافظة السابقة التصديق على بروتوكول كيوتو بزعم أنه سيضر بالاقتصاد لاعتماده الكبير على صادرات الفحم، بينما لم تُلزم دول مثل الهند والصين بأهداف للحد من الانبعاثات.","وفقاً للفقرة، ما هي الدولة التي تتأثر بتوقيع اتفاقية كيوتو للمناخ؟","يعزل قرار السيد رود بالتوقيع على اتفاقية كيوتو للمناخ $!الولايات المتحدة!$، والتي ستكون الآن الدولة المتقدمة الوحيدة التي لن تصدق على الاتفاقية. رفضت حكومة أستراليا المحافظة السابقة التصديق على بروتوكول كيوتو بزعم أنه سيضر بالاقتصاد لاعتماده الكبير على صادرات الفحم، بينما لم تُلزم دول مثل الهند والصين بأهداف للحد من الانبعاثات.",No,,,,
Anonymous,https://en.wikinews.org/wiki/New_Australian_Prime_Minister_signs_Kyoto,2,"يعزل قرار السيد رود بالتوقيع على اتفاقية كيوتو للمناخ الولايات المتحدة، والتي ستكون الآن الدولة المتقدمة الوحيدة التي لن تصدق على الاتفاقية. رفضت حكومة أستراليا المحافظة السابقة التصديق على بروتوكول كيوتو بزعم أنه سيضر بالاقتصاد لاعتماده الكبير على صادرات الفحم، بينما لم تُلزم دول مثل الهند والصين بأهداف للحد من الانبعاثات.",اعتقدت الحكومة الأسترالية السابقة أن التصديق على كيوتو سيسبب ضرراً على ماذا؟,"يعزل قرار السيد رود بالتوقيع على اتفاقية كيوتو للمناخ الولايات المتحدة، والتي ستكون الآن الدولة المتقدمة الوحيدة التي لن تصدق على الاتفاقية . رفضت حكومة أستراليا المحافظة السابقة التصديق على بروتوكول كيوتو بزعم أنه سيضر ب$!الاقتصاد!$ لاعتماده الكبير على صادرات الفحم، بينما لم تُلزم دول مثل الهند والصين بأهداف للحد من الانبعاثات .",No,,,,
Anonymous,https://en.wikinews.org/wiki/New_South_Wales_government_starts_trial_of_hunting_in_national_parks,1,"""كان يجب على الحراس الإشراف الوثيق على المطلقين في تجربة مكافحة الآفات التكميلية، إذ كانت التجربة تحت المراقبة ويتم تقييم فاعليتها. في شراكة بين """"مصلحة المتنزهات الوطنية والحياة البرية"""" و """"جمعية الرماة الرياضيين في أستراليا""""، اختير متطوعون مؤهلون في إطار برنامج الصيد التابع للجمعية. ووفقًا لما ذكره ميك أوفلين،القائم بأعمال مدير منظّمة الحفاظ على المنتزهات والتّراث التّابعة لNPWS، فإن الصّيّادون الأربعة الّذين اختيروا لأوّل عمليّة صيد قد تلقوا إرشاداتِ السلامة والتدريباتٍ الشاملة.""",ما هو البرنامج الذي تم تجنيد المطلقين في التجربة من أجله؟,"""كان يجب على الحراس الإشراف الوثيق على المطلقين في تجربة مكافحة الآفات التكميلية، إذ كانت التجربة تحت المراقبة ويتم تقييم فاعليتها. في شراكة بين """"مصلحة المتنزهات الوطنية والحياة البرية"""" و """"جمعية الرماة الرياضيين في أستراليا""""، اختير متطوعون مؤهلون في إطار $!برنامج الصيد التابع للجمعية!$. ووفقًا لما ذكره ميك أوفلين،القائم بأعمال مدير منظّمة الحفاظ على المنتزهات والتّراث التّابعة لNPWS، فإن الصّيّادون الأربعة الّذين اختيروا لأوّل عمليّة صيد قد تلقوا إرشاداتِ السلامة والتدريباتٍ الشاملة.""",No,,,,
Anonymous,https://en.wikinews.org/wiki/New_South_Wales_government_starts_trial_of_hunting_in_national_parks,2,"""كان يجب على الحراس الإشراف الوثيق على المطلقين في تجربة مكافحة الآفات التكميلية، إذ كانت التجربة تحت المراقبة ويتم تقييم فاعليتها. في شراكة بين """"مصلحة المتنزهات الوطنية والحياة البرية"""" و """"جمعية الرماة الرياضيين في أستراليا""""، اختير متطوعون مؤهلون في إطار برنامج الصيد التابع للجمعية. ووفقًا لما ذكره ميك أوفلين،القائم بأعمال مدير منظّمة الحفاظ على المنتزهات والتّراث التّابعة لNPWS، فإن الصّيّادون الأربعة الّذين اختيروا لأوّل عمليّة صيد قد تلقوا إرشاداتِ السلامة والتدريباتٍ الشاملة.""",أي جملة لا تعكس بدقة تجربة مكافحة الآفات؟,X,No,,,,
Anonymous,https://en.wikinews.org/wiki/Nintendo_unveils_controller_for_Revolution_console,1,"أثناء كلمته في معرض طوكيو لألعاب الفيديو يوم الخميس، أزاح رئيس شركة نينتندو ساتورو إواتا الستار عن تصميم نظام التحكم لكونسول نينتندو الثوري الجديد. مشابهةً بجهاز التحكم عن بُعد للتلفاز، يستخدم جهاز التحكم مستشعرين موضوعين بالقرب من تلفزيون المستخدم لتحديد موقعه في الفضاء ثلاثي الأبعاد. سَيسْمح ذلك للاعبين بالتحكم في الأفعال والحركات في ألعاب الفيديو عن طريق التلويح بالجهاز في الهواء.",ماذا يتوجب على اللاعب القيام به للتلاعب بالحركات أثناء لعبة الفيديو؟,"أثناء كلمته في معرض طوكيو لألعاب الفيديو يوم الخميس، أزاح رئيس شركة نينتندو ساتورو إواتا الستار عن تصميم نظام التحكم لكونسول نينتندو الثوري الجديد. مشابهةً بجهاز التحكم عن بُعد للتلفاز، يستخدم جهاز التحكم مستشعرين موضوعين بالقرب من تلفزيون المستخدم لتحديد موقعه في الفضاء ثلاثي الأبعاد. سَيسْمح ذلك للاعبين بالتحكم في الأفعال والحركات في ألعاب الفيديو عن طريق $!التلويح بالجهاز في الهواء!$.",No,,,,
Anonymous,https://en.wikinews.org/wiki/Nintendo_unveils_controller_for_Revolution_console,2,"أثناء كلمته في معرض طوكيو لألعاب الفيديو يوم الخميس، أزاح رئيس شركة نينتندو ساتورو إواتا الستار عن تصميم نظام التحكم لكونسول نينتندو الثوري الجديد. مشابهةً بجهاز التحكم عن بُعد للتلفاز، يستخدم جهاز التحكم مستشعرين موضوعين بالقرب من تلفزيون المستخدم لتحديد موقعه في الفضاء ثلاثي الأبعاد. سَيسْمح ذلك للاعبين بالتحكم في الأفعال والحركات في ألعاب الفيديو عن طريق التلويح بالجهاز في الهواء.",ما الذي صُمم ليبدو وكأنه بجهاز التحكم عن بُعد للتلفاز؟,"أثناء كلمته في معرض طوكيو لألعاب الفيديو يوم الخميس، أزاح رئيس شركة نينتندو ساتورو إواتا الستار عن تصميم$! نظام التحكم!$ لكونسول نينتندو الثوري الجديد. مشابهةً بجهاز التحكم عن بُعد للتلفاز، يستخدم جهاز التحكم مستشعرين موضوعين بالقرب من تلفزيون المستخدم لتحديد موقعه في الفضاء ثلاثي الأبعاد . سَيسْمح ذلك للاعبين بالتحكم في الأفعال والحركات في ألعاب الفيديو عن طريق التلويح بالجهاز في الهواء .",No,,,,
Anonymous,https://en.wikinews.org/wiki/No_bomb_threat_hijacking_of_plane_in_China%27s_Xinjiang_region_according_to_Afghan_officials,1,"""أعلنت وكالة الأنباء الصينية شينوا في وقت سابق عن اختطاف طائرة. أفادت تقارير لاحقة أن الطائرة قد تم تهديدها بوجود قنبلة على متنها ومن ثم عادت أدراجها إلى أفغانستان وهبطت في كانداهار. وتقول التقارير الاولية أنه تم تحويل طائرة العودة إلى أفغانستان بعد أن حرم بهبوط اضطراري في """"أورومتشي"""".""",ما الذي لم يرد في التقرير الأخير لوكالة أنباء شينوا؟,X,No,,,,
Anonymous,https://en.wikinews.org/wiki/No_bomb_threat_hijacking_of_plane_in_China%27s_Xinjiang_region_according_to_Afghan_officials,2,"""أعلنت وكالة الأنباء الصينية شينوا في وقت سابق عن اختطاف طائرة. أفادت تقارير لاحقة أن الطائرة قد تم تهديدها بوجود قنبلة على متنها ومن ثم عادت أدراجها إلى أفغانستان وهبطت في كانداهار. وتقول التقارير الاولية أنه تم تحويل طائرة العودة إلى أفغانستان بعد أن حرم بهبوط اضطراري في """"أورومتشي"""".""",ما الذي لم يرد في التقرير الأول لوكالة أنباء شينوا؟,X,No,,,,
Anonymous,https://en.wikinews.org/wiki/Nobel_Prize_in_Literature_Committee_abandons_efforts_to_contact_Bob_Dylan,1,"""في يوم الإثنين ، أعلنت سارة دانيوس -السكرتيرة الدائمة للجنة نوبل للأدب في الأكاديمية السويدية- على الملأ خلال برنامج إذاعي على راديو السويد في السويد، أن اللجنة -التي لم تتمكن من الوصول مباشرة إلى بوب ديلان بشأن الفوز بجائزة نوبل في الأدب لعام 2016- قد تخلت عن جهودها للوصول إليه. قال دانيوس """"لن نقوم الآن بفعل أي شيء. لقد قمت بالاتصال وإرسال رسائل بريد إلكتروني إلى أقرب المتعاونين معه وحصلت على ردود لطيفة جداً. هذا يكفي في الوقت الحالي بالطبع"""".""",ماذا أعلنت سارة دانيوس خلال البرنامج الإذاعي؟,"""في يوم الإثنين ، أعلنت سارة دانيوس -السكرتيرة الدائمة للجنة نوبل للأدب في الأكاديمية السويدية- على الملأ خلال برنامج إذاعي على راديو السويد في السويد، أن $!اللجنة -التي لم تتمكن من الوصول مباشرة إلى بوب ديلان بشأن الفوز بجائزة نوبل في الأدب لعام 2016!$- قد تخلت عن جهودها للوصول إليه. قال دانيوس """"لن نقوم الآن بفعل أي شيء. لقد قمت بالاتصال وإرسال رسائل بريد إلكتروني إلى أقرب المتعاونين معه وحصلت على ردود لطيفة جداً. هذا يكفي في الوقت الحالي بالطبع"""".""",No,,,,
